WKT,nama,deskripsi
"POLYGON ((110.0388165 -7.8936068, 110.1322002 -7.9371334, 110.2118511 -7.9860953, 110.2805157 -8.0078543, 110.3684063 -8.0540883, 110.4590435 -8.1030362, 110.6046124 -8.1492592, 110.6979961 -8.1846027, 110.7721539 -8.195477, 110.8270855 -8.1981955, 110.7968731 -8.1411026, 110.777647 -8.0758436, 110.7529278 -7.9915352, 110.7803936 -7.9344131, 110.7803936 -7.8310292, 110.7391949 -7.8065398, 110.6540508 -7.7929339, 110.5579205 -7.7956551, 110.4892559 -7.7548352, 110.4645367 -7.6296293, 110.4480572 -7.5397851, 110.3876324 -7.5724579, 110.35742 -7.6296293, 110.2722759 -7.6867931, 110.2475567 -7.6269071, 110.1788921 -7.6459626, 110.1157208 -7.6568511, 110.1294537 -7.7140112, 110.1102276 -7.7820489, 110.0525494 -7.8337502, 110.0388165 -7.8936068))",Poligon 2(DIY Yogyakarta),
