WKT,nama,deskripsi
"POLYGON ((106.7238568 -6.1168777, 106.7238568 -6.1298492, 106.7204237 -6.1435031, 106.7238568 -6.1701272, 106.7286632 -6.1892411, 106.7369028 -6.2035761, 106.7451423 -6.2158629, 106.7389627 -6.2397531, 106.7403359 -6.2670549, 106.7616214 -6.2807052, 106.7815338 -6.2861653, 106.801446 -6.2916252, 106.8206715 -6.2984501, 106.8378373 -6.2991326, 106.8598094 -6.2998151, 106.8804083 -6.2998151, 106.9078735 -6.2970852, 106.9250393 -6.2888953, 106.9360253 -6.2772927, 106.9415184 -6.2595471, 106.9401451 -6.238388, 106.9401452 -6.2185933, 106.9401452 -6.1987978, 106.9401452 -6.1742231, 106.9353387 -6.1482819, 106.9339655 -6.1312146, 106.9229794 -6.1141468, 106.9092468 -6.0984439, 106.8872747 -6.1066368, 106.8666758 -6.1134641, 106.8460769 -6.1120986, 106.825478 -6.1155123, 106.799386 -6.1216567, 106.7781005 -6.1182431, 106.7554418 -6.1148295, 106.7430824 -6.1148295, 106.7238568 -6.1168777))",Poligon 1(Kota DKI Jakarta),
